artist_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
St. Paul & The Broken Bones,Call Me,0.572,0.797,7,-4.259,1,0.0365,0.0477,0.419,0.0884,0.637,110.264,spotify:track:0ixxqPCgyoAWTJecGWGqBB
DJ Hanmin,Show Me Your BBA SE - Original Mix,0.765,0.822,11,-3.344,1,0.0428,0.00363,0.00283,0.153,0.332,127.978,spotify:track:1Ky3zbBWRsp4ClI2bsVqpi
Sleepwalkers,Cocaine,0.655,0.899,11,-4.869,0,0.0476,0.0202,0.186,0.394,0.828,101.503,spotify:track:4kr3l1fAE5gkjxkbE7WU65
Sleeping With Sirens,Scene One - James Dean & Audrey Hepburn,0.58,0.579,11,-6.219,0,0.0346,0.182,0.0,0.25,0.569,77.474,spotify:track:2Xt2ir0hgXtcfFlAx4rdu9
Kid Cudi,Marijuana,0.673,0.403,8,-9.809,0,0.0273,0.829,0.829,0.272,0.54,140.986,spotify:track:2GtaNlidzvK3hY78kCdsHa
Kate Boy,Northern Lights,0.741,0.762,10,-7.07,0,0.0517,0.109,0.0382,0.0959,0.69,96.987,spotify:track:15CVXpMWO8RNLu3FtHALEh
Lindstrøm & Todd Terje,Lanzarote,0.801,0.847,5,-9.589,1,0.0429,0.0239,0.844,0.152,0.78,123.998,spotify:track:4Nzg52tLUzfgZR7I7wgX2U
Secondhand Serenade,Why,0.518,0.301,7,-9.787,1,0.03,0.867,0.0,0.0996,0.277,149.89,spotify:track:4q4hefWcEkJiJtRvuJealM
5 Seconds of Summer,The Girl Who Cried Wolf,0.385,0.723,2,-6.192,1,0.0332,0.0112,0.0,0.0685,0.112,159.052,spotify:track:7L64OvJagBzCRfESrkVGZ1
Underworld,Born Slippy (Nuxx),0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,spotify:track:1zsDbmrf4ZkjW5hsSsaDjO
Joey Bada$$,On & On (feat. Maverick Sabre & Dyemond Lewis),0.454,0.911,1,-4.202,0,0.232,0.519,0.0,0.146,0.66,91.946,spotify:track:3nndHObJ5j5wpSKhTVODDG
Video Games Live,"Skyrim - ""Dragonborn Theme”",0.231,0.509,11,-10.423,0,0.0808,0.845,0.911,0.115,0.245,69.288,spotify:track:0iyglTS5t81u4SFDZOGIQx
Tears For Fears,Sowing The Seeds Of Love,0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,spotify:track:0OprBk6IHvo04oyirQjdkL
King Pleasure,I'm In The Mood For Love - 1962 Version / Stereo,0.473,0.222,0,-14.761,1,0.0376,0.875,0.0,0.233,0.356,128.593,spotify:track:1inB3h47CtNufg4bIeAr0e
DaLoops,Is This Love (Radio Edit),0.701,0.929,10,-4.362,0,0.0724,0.0425,0.221,0.286,0.743,123.025,spotify:track:4WOk3RVyEzhOHOFVlRsJjB
Lil Jon,Lovers & Friends,0.569,0.49,10,-6.191,1,0.261,0.0625,0.0,0.464,0.496,69.955,spotify:track:22iOO39QpOuEE9Igz2PxyG
Jeezy,Scared Of The Dark,0.423,0.62,1,-5.688,1,0.351,0.0514,0.0,0.108,0.188,70.72,spotify:track:7wLOWm182d7i2jM9FDBy5N
C-Kan,"María (From ""Compadres"")",0.617,0.907,1,-3.402,1,0.208,0.00634,3.7e-06,0.115,0.477,94.827,spotify:track:23SrjY19mfR8eGM8Voe9aA
Alice In Chains,Hung On A Hook,0.219,0.586,1,-5.493,1,0.0318,3.95e-06,0.758,0.0895,0.0652,98.129,spotify:track:7fOLzZL9ggsiExuVu1pyWp
SMNM,For U (feat. SHE),0.576,0.616,5,-5.551,1,0.0325,0.00136,9.4e-05,0.296,0.173,73.988,spotify:track:0C8ta4z7gePqOvKTfSlsCg
Tech N9ne Collabos,Ms. Walker / Brooklyn Martino - Intro,0.703,0.542,6,-8.004,1,0.601,0.81,0.0,0.685,0.964,96.543,spotify:track:0GRRtwcF3vx4XUOclmyRTU
Wax,Stupefied,0.667,0.727,5,-5.957,0,0.294,0.2,0.0,0.348,0.727,93.144,spotify:track:1RvXKtObv8cnsCLweT0trE
Robin Schulz,Oh Child,0.727,0.598,8,-8.425,1,0.0515,0.0661,1.07e-05,0.0975,0.683,97.037,spotify:track:77VLYTyrdlHEWcjhjQoXlz
Tchami,Freakin (feat. Dombresky),0.686,0.948,1,-3.779,0,0.0804,0.0991,0.0164,0.0531,0.506,136.079,spotify:track:3O7k77aNexQyGboBpY3Iz5
The Calling,Wherever You Will Go,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,spotify:track:5QpaGzWp0hwB5faV8dkbAz
TOBACCO,Street Trash,0.255,0.775,10,-4.799,0,0.0667,0.0528,0.417,0.181,0.529,176.256,spotify:track:28MRwtByj9g5p1XX4ym77e
Action Bronson,Imported Goods,0.619,0.937,1,-5.835,1,0.355,0.16,0.0,0.17,0.677,93.294,spotify:track:697zIbTO0LMhupzGblYREm
Cash+David,Funn,0.687,0.76,1,-7.791,0,0.0326,0.0504,0.814,0.117,0.391,90.015,spotify:track:5EFi0iKkDiJhxKYpuH71zg
Singing Sandra,Power Of A Child,0.74,0.86,4,-4.939,1,0.1,0.25,0.0,0.274,0.772,110.033,spotify:track:2lUQNUNCLI9Di0ScsNTiAj
Kid Ink,Body Language (feat. Usher & Tinashe),0.882,0.53,5,-5.771,0,0.0379,0.0187,0.0,0.097,0.256,99.015,spotify:track:6rYqZNY6Dkrs8UZMxT50Xw
The Black Keys,Never Gonna Give You Up,0.557,0.665,6,-6.19,0,0.0328,0.324,0.000281,0.0713,0.437,75.805,spotify:track:4qjqO5m5e5vebk9upd7xUU
Justin Bieber,Catching Feelings,0.332,0.55,10,-6.631,1,0.0369,0.319,0.0,0.417,0.375,86.341,spotify:track:0XjaTaW5zEKoASxbdzHHAx
Mac Dre,Get Stupid,0.844,0.54,10,-6.1,0,0.306,0.279,0.0,0.0823,0.654,91.053,spotify:track:0Wi0Pk5bSwM7WEFmDAGzL5
TheFatRat,Xenogenesis,0.544,0.608,10,-8.058,0,0.0287,0.0313,0.736,0.0912,0.0876,145.055,spotify:track:6QJnaTEqZYHoA1RWv9NHKS
Yvonne Elliman,If I Can't Have You,0.616,0.681,11,-10.773,1,0.0416,0.102,1.47e-06,0.296,0.811,109.454,spotify:track:0QjPiq9Wka9I1b4uzWETYI
MadeinTYO,Skateboard P,0.842,0.498,1,-6.838,0,0.505,0.0747,0.0,0.123,0.32,150.933,spotify:track:4qdgv45EPcQqpQ08tF34f8
Iron Maiden,The Trooper - 1998 Remastered Version,0.288,0.864,4,-6.762,0,0.0673,0.0172,0.0567,0.541,0.621,162.233,spotify:track:3MXA2BkBk0lSuMpRoM7SK2
Bill Mayweather,Every Time You Go Away,0.533,0.0251,5,-21.717,1,0.0713,0.993,0.899,0.0821,0.234,68.947,spotify:track:1wq5dAbHV3JqWAWMrDK6Gd
Hudson Mohawke,Cbat,0.58,0.52,9,-5.999,1,0.42,0.0042,0.831,0.0904,0.0585,159.722,spotify:track:0AzD1FEuvkXP1verWfaZdv
Zapp,Mega Medley,0.721,0.768,6,-8.158,1,0.131,0.2,0.000105,0.211,0.77,111.935,spotify:track:0UoZr6ad4GqlQ4hotdWBjR
The Knocks,Classic (feat. POWERS) - RAC Remix,0.647,0.776,2,-5.801,1,0.0466,0.00456,0.0261,0.0535,0.572,101.991,spotify:track:7q3og3hqkvaSxnpEZYagut
Avant,Everything About You,0.766,0.508,7,-6.933,1,0.0539,0.142,0.0,0.323,0.882,73.237,spotify:track:3pHctylHPEDEdTjNrOVJAL
Moose,Polly,0.442,0.703,4,-10.051,1,0.024,0.00269,0.777,0.101,0.603,95.268,spotify:track:317JKSrgEkGvGbJLinGBqi
D'Angelo,Sugah Daddy,0.786,0.547,1,-11.416,1,0.262,0.0397,0.272,0.0378,0.683,92.603,spotify:track:53l4LGUeZKCDZI1u25kQDN
Brandon Heath,Just a Girl,0.352,0.471,6,-11.862,1,0.0377,0.263,0.00037,0.117,0.348,87.433,spotify:track:0grZxMpNFzHwF8nJ0HG9QU
Melanie C,I Turn To You,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,spotify:track:1Le4SDanBrX8OtmnnyTNrh
Molly Sandén,Satellites,0.597,0.791,5,-5.28,0,0.0432,0.0129,0.0,0.0918,0.358,120.028,spotify:track:2LtsSGiix9iEzi1qK5slMn
Gary Clark Jr.,Our Love,0.615,0.416,0,-7.606,0,0.024,0.334,0.011,0.0913,0.284,83.98,spotify:track:5cfGJHxNcS1S2qyZj9xH6z
Joey Graceffa,Collar Full,0.371,0.876,1,-4.835,1,0.092,0.0168,3.02e-05,0.0862,0.436,170.277,spotify:track:6vLZV51aDp6QQ7uyZ61muN
Mrs. Magician,Despicable Things,0.379,0.932,4,-3.279,0,0.0588,0.000712,0.0019,0.0969,0.47,139.847,spotify:track:7BL8UL1kNzAMm3F3M1dBtb
Frédéric Chopin,"Impromptus No. 1 in A-Flat Major, Op. 29",0.272,0.0591,8,-26.128,1,0.0448,0.99,0.902,0.13,0.0563,72.905,spotify:track:0UUlyAZJ5WfcLLbLhRNVVc
Smija,Dear Future Husband (Buy Me a Drank),0.509,0.862,1,-3.608,1,0.148,0.205,0.0,0.336,0.881,79.54,spotify:track:3qpl38XYLc6Uq47RNMoYT0
Mac Miller,Loud,0.649,0.822,1,-5.8,1,0.0398,0.00258,3.83e-05,0.362,0.201,140.026,spotify:track:5aQmsZCESbhasWW5VARdS8
Commodores,Easy,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,spotify:track:1DnSZ9M8uvX0UebR3dmBNI
Beyoncé,I Was Here,0.525,0.627,7,-6.59,1,0.0335,0.431,0.0,0.0927,0.235,111.026,spotify:track:64Tp4KN5U5rtqrasP5a7FH
Daniel Caesar,Death & Taxes,0.448,0.328,7,-11.132,1,0.0351,0.803,9.34e-05,0.347,0.209,113.941,spotify:track:7HnkUNPrhRurdGEm9nRYFH
Jasmine Thompson,Adore,0.764,0.712,7,-5.053,1,0.0334,0.089,1.11e-06,0.182,0.754,120.036,spotify:track:0M2OGxA8soO4f2J6IvBqKl
Wisin & Yandel,No Te Detengas,0.786,0.703,7,-3.254,0,0.0481,0.0259,8.98e-05,0.0775,0.821,128.033,spotify:track:4HnkrzdLXTdAltUm3J22GD
Don Omar,Te Quiero Pa´Mi,0.761,0.82,1,-4.003,1,0.0623,0.125,2.1e-05,0.183,0.619,88.997,spotify:track:3BY2mafsbsoKGqS380Xnuz
Christina Aguilera,Loving Me 4 Me,0.628,0.496,8,-6.003,1,0.0492,0.174,0.0,0.106,0.203,76.655,spotify:track:3MyTEl8ZL0qKXFqyvbYsC5
Panama Wedding,All Of The People,0.685,0.696,5,-5.697,0,0.0533,0.0299,0.00144,0.0662,0.95,89.976,spotify:track:5Kd5uREX2CcXvFigm5oMdU
In Hearts Wake,INERTIA (The Hermit) [feat. Garret Rapp],0.339,0.643,2,-6.39,1,0.035,0.0725,0.00346,0.119,0.0778,119.878,spotify:track:4gLkmPiyUfzggbrD8bSV7l
Shawn Mendes,Patience,0.549,0.56,3,-6.448,1,0.24,0.0991,0.0,0.111,0.455,179.914,spotify:track:6QUY0SXTiBTl1FJ5qdNbMX
Charly Black,Gyal You A Party Animal,0.599,0.838,0,-5.16,1,0.0996,0.0272,0.0,0.33,0.847,128.854,spotify:track:1mSzZKMIPZIkn3jFV7v62b
Everclear,Father Of Mine,0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,spotify:track:2hx4ptqsE8dboLH3NCLmaN
Paces,Sometimes,0.756,0.647,6,-7.504,0,0.0422,0.0378,1.79e-05,0.187,0.296,100.051,spotify:track:2a4ZKEWxMo55VBsbOvY7vD
The Chainsmokers,Waterbed (feat. Waterbed),0.609,0.867,11,-7.199,1,0.0306,0.00185,0.000747,0.346,0.171,105.01,spotify:track:3aWabkDk3jW0WGpT5hp3eM
Sweet,Gold On The Ceiling,0.578,0.827,2,-6.253,1,0.0593,0.000118,0.00492,0.37,0.541,125.032,spotify:track:0pWqmYF4SUf8wEBxD5JBAr
Siddhartha,La Verdad,0.509,0.943,11,-5.72,0,0.0298,0.0298,0.0247,0.097,0.726,147.979,spotify:track:2zGrGEZLxyC2k2xfFg8fLw
Childish Gambino,Bonfire,0.508,0.763,1,-5.674,1,0.303,0.0627,0.0,0.347,0.275,161.59,spotify:track:4zGvb8hxGLB2jEPRFiRRqw
Mike WiLL Made-It,Hasselhoff (feat. Lil Yachty),0.905,0.489,10,-8.145,0,0.437,0.00938,0.0,0.217,0.433,112.095,spotify:track:6jw5Wci5VPexbB1rCuGxoY
Jesse Woods,Gold In The Air,0.379,0.286,2,-12.211,1,0.0359,0.945,0.0,0.138,0.248,169.365,spotify:track:4zWCsM4lzJp6ou1YYOCgZI
Gramatik,Hit That Jive,0.896,0.684,1,-6.099,1,0.0731,0.0461,0.051,0.164,0.686,99.995,spotify:track:02uRToy7bttYcKCO3vIStA
Big Daddy Weave,Save My Life,0.152,0.793,10,-4.481,1,0.055,0.0311,0.0,0.118,0.411,54.118,spotify:track:5Z3w3GYAchVqirvERcbdf3
CAKE,The Guitar Man,0.521,0.578,4,-6.158,0,0.0305,0.102,4.56e-05,0.223,0.726,155.902,spotify:track:7shU2ah5hpW9QoaJuwkHdC
Missy Elliott,One Minute Man (feat. Ludacris),0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,spotify:track:0jG92AlXau21qgCQRxGLic
Bruno Mars,Perm,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,spotify:track:1I6pKIyaBp4OebTGLJpCCC
Youngblood Hawke,Blackbeak,0.566,0.763,7,-6.146,0,0.0296,0.00119,0.0,0.324,0.577,134.973,spotify:track:34Hdo1qNE9qyx3Pf1TsBbR
Frank Ocean,Pink + White,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,spotify:track:3xKsf9qdS1CyvXSMEid6g8
WALK THE MOON,Shut Up and Dance,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
Ice Cube,The Nigga Ya Love To Hate,0.857,0.721,10,-12.702,0,0.341,0.118,0.0,0.178,0.594,109.806,spotify:track:3Mzqw2mz9YMKjjCEmypYfZ
Kirko Bangz,Yeah Yeah,0.545,0.671,3,-7.735,0,0.117,0.109,0.0,0.109,0.458,112.253,spotify:track:6AhvA3rC2lRSYV8kh183CK
Ms. Lauryn Hill,I Used To Love Him,0.486,0.797,9,-7.632,0,0.231,0.06,0.0,0.331,0.745,87.445,spotify:track:3VNIHK4Dnxyf1EY2D1kolb
Kwamie Liv,Lost in the Girl,0.452,0.764,0,-7.947,1,0.0454,0.0441,0.0282,0.25,0.373,90.004,spotify:track:7jNrBAMgCXxghlE4fqulm5
Galantis,Dancin' to the Sound of a Broken Heart,0.535,0.81,4,-3.23,1,0.0757,0.149,0.0,0.344,0.38,128.187,spotify:track:2g21fJjuuz1mFQP4IBAtJH
Guitar Tribute Players,Rains of Castamere,0.533,0.242,2,-18.609,0,0.0887,0.932,0.91,0.1,0.406,171.51,spotify:track:1Rd9n5bSPSrOjr6Uligw8w
All Things New,Why Can't It Be Christmastime All Year,0.553,0.824,9,-4.732,1,0.0262,0.00213,0.0,0.0777,0.66,160.017,spotify:track:0AvzDUQQqgICoRn2GtpQxB
Jay Sean,2012 (It Ain't The End),0.711,0.791,0,-3.023,1,0.0398,0.197,0.0,0.392,0.57,127.008,spotify:track:4ACUTWppRnO7hTFDJed6MB
Wolfgang Gartner,Feel Right (feat. J Hart),0.53,0.887,9,-4.078,1,0.0494,0.0062,0.0,0.0923,0.089,128.001,spotify:track:292EFrOPcuV78EUFJVWeUd
COIN,I Don't Wanna Dance,0.601,0.862,0,-6.192,1,0.0396,0.0138,0.0,0.168,0.861,100.004,spotify:track:5eLpZ8zv4yncE0RFZlRpD2
Tim McGraw,Telluride,0.603,0.794,3,-6.407,1,0.0305,0.0706,0.0,0.212,0.475,112.8,spotify:track:0NJpYuKZ7LaRtVPEIVpRES
Bruno Mars,Natalie,0.761,0.729,7,-6.539,1,0.0503,0.152,0.0,0.0696,0.667,111.994,spotify:track:5zHgYHO5WWz5Nme7Js1HEp
Beastie Boys,Sure Shot - European B-Boy Mix/Instrumental/Remastered 2009,0.858,0.618,10,-6.355,0,0.324,0.0747,0.737,0.811,0.527,97.73,spotify:track:2ynVdvSzl4IOYhEdt1YVr2
The xx,Basic Space,0.94,0.208,9,-15.235,0,0.0853,0.21,0.085,0.105,0.148,115.872,spotify:track:16NE62lzGmi6ehGTNVI659
Migos,Pipe It Up,0.92,0.731,4,-4.996,0,0.274,0.18,0.0,0.121,0.472,132.086,spotify:track:6eBrlbv2HMYcldwjoMWIrC
Bonobo,Walk In The Sky,0.752,0.504,7,-10.2,0,0.0573,0.5,0.0832,0.628,0.485,100.013,spotify:track:3fsQsL36PH1G8mn68lsFRK
Of Mice & Men,Let Live,0.386,0.974,8,-2.539,1,0.092,4.87e-05,7.03e-05,0.434,0.146,82.545,spotify:track:68mQv5RUC8yKiBQxlSl0I4
French Montana,Unforgettable,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,spotify:track:3B54sVLJ402zGa6Xm4YGNe
Sy Ari Da Kid,Priorities,0.458,0.0851,4,-22.147,0,0.0683,0.782,0.0,0.096,0.201,95.617,spotify:track:5NbbXcbCFwOH113niPHDjP
ZHU,In the Morning,0.709,0.757,1,-6.064,1,0.0356,0.0232,0.335,0.0791,0.166,123.006,spotify:track:01wpPOPqQ3XyS6hBN00HfK
50 Cent,GATman And Robbin,0.688,0.91,4,-6.347,0,0.162,0.395,5.49e-06,0.174,0.623,173.987,spotify:track:1hWjIe6XRGRtXFyxlaBrC7
Deana Carter,Strawberry Wine,0.572,0.449,1,-6.566,1,0.0264,0.314,0.0,0.0301,0.207,122.632,spotify:track:5Pgwi0iizu96RHxJ4xL3SH
DIIV,Human,0.367,0.663,5,-12.09,1,0.0358,0.0939,0.785,0.175,0.55,148.053,spotify:track:5LYa9BJpJIeKonuz5KqkCq
Justin Bieber,Purpose,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,spotify:track:3jHCXrZNz8fQEEf4BpWCAj
The Budos Band,Mas O Menos,0.625,0.832,5,-6.618,0,0.0554,0.000223,0.827,0.0812,0.942,115.94,spotify:track:3mpBVrki0e8bN7MsnDVKxP
The xx,Fiction (Marc Piñol Remix),0.799,0.602,9,-9.785,0,0.0835,0.00328,0.682,0.0818,0.808,117.989,spotify:track:06qRaWvdljmPpoCbSXiVCo
Foster The People,Call It What You Want,0.641,0.967,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.017,spotify:track:3u1Er1rkjn1oSz1xdZH3ZD
Damien Rice,9 Crimes,0.346,0.139,0,-15.326,1,0.0321,0.913,7.73e-05,0.0934,0.116,136.168,spotify:track:5GZEeowhvSieFDiR8fQ2im
Run–D.M.C.,Run's House,0.834,0.918,6,-4.724,1,0.358,0.0807,0.0,0.372,0.707,98.122,spotify:track:4SJByTRXfUi6PsJ4zUUg26
Leikeli47,2nd fiddle,0.689,0.792,6,-5.248,0,0.326,0.0778,1.31e-06,0.0914,0.698,87.894,spotify:track:1e1XkxIiUTeOycV5JdlLaW
Dwayne Johnson,You're Welcome,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,spotify:track:6U4VqEHy4n5VeiH4pQPL24
John Treacy Egan as Chef Louis,Les Poissons,0.469,0.328,2,-14.172,1,0.377,0.813,0.0,0.688,0.455,88.38,spotify:track:1ZexZ95CxsvvDqsG2FTtwM
Chipzel,Waiting,0.52,0.965,6,-8.099,0,0.0595,0.11,0.923,0.277,0.642,158.158,spotify:track:2jquO5XNMlAs1jHcmMOInk
C-Kan,Esta Vida Me Encanta (feat. Zimple & Don Aero),0.874,0.563,8,-5.524,1,0.145,0.183,0.0,0.118,0.77,78.497,spotify:track:2WNPCBgCQmcKqbFJQC9pK8
Jasmine Thompson,Adore - Acoustic Version,0.684,0.25,7,-8.817,1,0.032,0.896,0.0,0.13,0.361,119.94,spotify:track:6AZqfKHW0DsGmP5Gc5A4ME
Wisin,Escápate Conmigo - Remix,0.799,0.8,1,-4.828,1,0.074,0.0495,1.63e-05,0.332,0.414,92.015,spotify:track:5P45f6HakSHDwdFj5dO5K5
Jeff Williams,When It Falls (feat. Casey Lee Williams),0.452,0.9,7,-7.854,1,0.111,1.73e-05,0.00308,0.157,0.428,115.187,spotify:track:6TMqFaM2S3Dzyt2tGvJkPP
Beastie Boys,Groove Holmes - Live Vs. The Biz,0.613,0.587,2,-11.88,1,0.378,0.283,0.0,0.654,0.602,81.483,spotify:track:41zix3PJQ4fh2181LqyFxQ
Bob Schneider,Lorena,0.599,0.33,3,-6.792,1,0.033,0.83,8.23e-06,0.113,0.401,104.531,spotify:track:4C6cUf3yA0wNhHMjwAWrQv
Sufjan Stevens,Chicago - Demo,0.573,0.487,7,-8.688,1,0.0291,0.424,0.00016,0.113,0.391,120.046,spotify:track:3KEKijpvo4FP7AdQYmb22O
Bro Safari,The Drop,0.689,0.88,0,-3.964,0,0.101,0.105,0.0283,0.447,0.528,170.039,spotify:track:51hSi1p7g2KdXg7fJA1Hgp
Chuck Wicks,Us Again,0.501,0.687,1,-6.415,1,0.0359,0.455,0.0,0.0903,0.28,147.881,spotify:track:0pl00cQghcUA7fnauVafij
Seven Mary Three,Cumbersome,0.321,0.457,11,-13.915,1,0.0375,0.0164,3.1e-05,0.19,0.238,86.884,spotify:track:6XmpvInnm4EgCUgXMTqIRR
Fireworks,Arrows,0.442,0.923,10,-4.552,1,0.126,0.0124,7.71e-05,0.0665,0.567,153.989,spotify:track:73iFJnFSDqUSgChVEwb3xM
O.A.R.,Love and Memories,0.652,0.707,4,-4.552,1,0.0297,0.00012,2.64e-06,0.485,0.655,121.998,spotify:track:4P8R77nB50xhmP0lyQXcoJ
Hayden,Nowhere We Cannot Go,0.668,0.524,5,-9.317,1,0.0276,0.736,0.0759,0.0903,0.333,94.005,spotify:track:1ikMo6T3b0vnf19SMbIRFw
Heartland,I Loved Her First,0.423,0.391,4,-6.517,1,0.0262,0.295,0.0,0.175,0.166,137.031,spotify:track:0fZq48okuWkpAgjsWogAJ4
Joywave,Tongues,0.833,0.69,6,-7.1,0,0.0432,0.000514,0.0124,0.101,0.926,117.978,spotify:track:3u233wjKesroGjTqeCzioS
Gerardo Ortiz,La Guerrila Del Teo,0.643,0.888,0,-2.357,1,0.103,0.213,0.0,0.088,0.979,161.416,spotify:track:54q1jzOAOGax4y3M6uz7x8
Bryan Adams,Here I Am,0.581,0.772,8,-7.17,1,0.0295,0.00852,2.98e-05,0.0837,0.172,98.962,spotify:track:6oOJU64nYMU4ljUiMCGeHe
Future Generations,Stars (EP Version),0.499,0.867,9,-4.445,0,0.0345,0.0737,0.811,0.252,0.371,88.437,spotify:track:0hOoJ4xdB7Oai7O6AMqnJA
Poom,Qui es-tu?,0.663,0.729,11,-5.881,0,0.0344,0.368,0.00462,0.0685,0.757,94.991,spotify:track:5zZnHQvI2jGqKXJGpD9Dcc
Otis Redding,(Sittin' On) the Dock of the Bay,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,spotify:track:3zBhihYUHBmGd2bcQIobrF
Dierks Bentley,Riser,0.512,0.657,0,-7.875,1,0.0325,0.115,0.01,0.0897,0.27,164.029,spotify:track:0HccAcPMNevr8ERJCWlFk3
Sun Harbor Chorus,The Army Goes Rolling Along,0.64,0.432,7,-15.318,1,0.0601,0.662,0.0,0.103,0.607,124.134,spotify:track:2gCfS4Urn9FQZTRhA6FJVb
Vetusta Morla,El Hombre del Saco,0.637,0.815,4,-5.72,1,0.0367,0.546,0.235,0.17,0.562,114.967,spotify:track:2I2SSlcGB8Md9cnmPSe3cl
Eminem,Won't Back Down,0.478,0.951,2,-2.347,1,0.19,0.0133,2.21e-06,0.0533,0.338,179.978,spotify:track:7kNlRLC9PEH8nXMVawssMx
Sleeping At Last,I'll Keep You Safe,0.333,0.436,7,-9.735,1,0.029,0.876,0.0179,0.0808,0.149,140.011,spotify:track:2XiqsYPmKLqjOigE3HmfXb
James Bay,Heavy Handed,0.581,0.539,0,-9.887,1,0.03,0.375,6.81e-06,0.15,0.484,77.929,spotify:track:2Dj6ZPP38xQnVKDmFhvHkA
Hank Thompson,How Do You Feel?,0.529,0.212,7,-12.797,1,0.0298,0.935,0.0,0.244,0.343,95.167,spotify:track:6kzhji1xR8k5HqGiTWXHGW
James Marsden,"The Nicest Kids In Town (""Hairspray"")",0.557,0.89,1,-5.557,0,0.184,0.0436,0.0,0.163,0.733,169.953,spotify:track:3s6eWKu4vOoRhNVg9l3yuW
All Sons & Daughters,Great Are You Lord,0.472,0.351,9,-8.996,1,0.0326,0.589,0.0,0.0821,0.0611,144.01,spotify:track:1Hv54MWloXiAZDam1ez840
Yo Gotti,F-U (feat. Meek Mill),0.71,0.799,0,-4.876,1,0.121,0.000234,0.0,0.527,0.423,83.029,spotify:track:6cyY0oyuKOD9Y5CDbyYMIm
The Beatles,Ask Me Why - Remastered 2009,0.605,0.394,4,-11.33,1,0.0378,0.767,0.0,0.0967,0.597,133.942,spotify:track:7529Z6b1rlGZFFPWjHPeV5
The Wonder Years,My Last Semester,0.471,0.955,11,-4.536,1,0.135,0.000157,0.0,0.105,0.388,124.923,spotify:track:0o8XtlDNFdRVTpifSZB4nS
Troy,Bet On It,0.812,0.67,5,-6.385,0,0.0565,0.0218,0.0,0.0518,0.439,137.038,spotify:track:4EnwhEyuVrC1CgvSur5YL4
Silverchair,Pure Massacre,0.233,0.779,2,-6.96,0,0.0371,0.000133,5.87e-05,0.116,0.504,187.56,spotify:track:4Y8nduPu3DlLQffKRHppw6
DJ Lizak,Money And The Power Up,0.872,0.473,6,-4.17,0,0.482,0.123,0.0,0.11,0.29,138.996,spotify:track:3KqsvkFaFH1XGtFNJV8zsZ
Aer,The Rain,0.721,0.55,7,-9.134,0,0.394,0.24,0.0,0.146,0.602,180.05,spotify:track:01ZVZ0I5Fa3iME3eHDpfRR
New World Sound,Flute,0.622,0.952,1,-5.306,1,0.0476,0.000187,0.33,0.0431,0.112,128.015,spotify:track:72N4Ttxnv9BxBLitbvH7nf
Ohio Players,Love Rollercoaster,0.613,0.804,0,-10.151,1,0.0702,0.211,1.7e-06,0.0519,0.487,115.093,spotify:track:1uhUJ5uTuHYdbitv3IsITR
Kendrick Lamar,The Art of Peer Pressure,0.555,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,94.939,spotify:track:0d0jsoba88SpOoFxCxA2rZ
Smoke DZA,Substance Abuse,0.725,0.627,2,-8.275,1,0.344,0.212,4.27e-06,0.181,0.576,90.51,spotify:track:6K0LB4XItoRSkKZSkVTS4d
Rise Against,Entertainment,0.533,0.948,11,-3.068,0,0.0588,0.000517,8e-05,0.132,0.352,100.526,spotify:track:64OgeRsJxn4p3Ed9khDFA9
AcousticTrench,Daylight,0.566,0.412,0,-12.834,1,0.0415,0.0483,0.9,0.112,0.729,149.672,spotify:track:6slpFpgfIauh3i1gthGkKa
Picture This,Never Change,0.538,0.72,9,-5.545,1,0.0356,0.0548,1.95e-06,0.0995,0.507,89.964,spotify:track:52GlC3zkLC14J0SgsF8iCs
Alice Olivia,I See Fire,0.39,0.341,1,-8.287,0,0.129,0.882,0.0,0.182,0.337,75.995,spotify:track:6Jv7jbmFjaanzWrF4gTRLa
